stno: Observation's Number (Length: 6 digits)
yyyymmddhh: UTC Time, yyyy: year, mm: month, dd: day, hh: hour (Length: 11 digits)
Si: Significant Code (Length: 3 digits)
Press: Pressure (Uint: hpa, Length: 7 digits)
Heigh: Geopotential Height (Unit: gpm, Length: 6 digits)
Tx: Temperature (Unit: degrees Celsius, Length: 6 digits)
Td: Dew Point (Unit: degrees Celsius, Length: 6 digits)
Wd: Wind Direction (Unit: degrees 360, Length: 4 digits)
Ws: Wind Speed (Unit: m/s, Length: 6 digits)
RH: Relative Humidity (Unit: %, Length: 4 digits)
-----------------------------------------------------------
  stno yyyymmddhh Si  Press Heigh    Tx    Td  Wd    Ws  RH
466920 2020060112 10   70.0 18752 -79.3 -90.0  83   6.3  17
466920 2020060112 06   69.7 18780 -79.2 -90.0  84   6.6  17
466920 2020060112 02   68.8 18852 -79.3 -90.8  93   7.0  15
466920 2020060112 02   67.3 18972 -75.4 -89.5 119   7.9  10
466920 2020060112 20   65.3 19161 -75.2 -90.2 139  10.7   9
466920 2020060200 01 1009.2 00011  27.1  24.0 209   0.3  83
466920 2020060200 10 1000.0 00094  26.3  23.6 161   0.9  85
466920 2020060200 02  956.7 00482  22.8  22.8 239   4.0 100
466920 2020060200 06  952.2 00522  22.6  22.6 241   5.1 100
466920 2020060200 10  925.0 00776  22.4  20.4 235   8.7  88
466920 2020060200 02  909.1 00927  21.8  19.2 245  11.8  84
466920 2020060200 02  901.9 00996  22.1  16.3 247  12.5  69
466920 2020060200 04  899.3 01022  22.0  17.0 248  12.6  73
466920 2020060200 02  894.5 01070  21.5  19.5 248  12.5  88
466920 2020060200 02  879.7 01215  23.0  16.1 245  11.5  64
466920 2020060200 10  850.0 01514  20.9  15.4 239  11.9  70
466920 2020060200 02  796.8 02072  18.2  10.6 235  10.6  61
466920 2020060200 06  789.7 02148  17.7  10.9 235  10.3  64
466920 2020060200 06  762.4 02450  16.2   9.9 263   6.7  66
466920 2020060200 06  722.8 02899  12.7   8.4 276   7.4  74
466920 2020060200 02  711.4 03035  11.6   8.0 267   8.3  78
466920 2020060200 10  700.0 03169  11.4   6.1 260   8.8  69
466920 2020060200 06  676.7 03453   9.7   3.8 252   9.9  66
466920 2020060200 02  657.4 03691   8.8   0.9 253  10.7  57
466920 2020060200 02  622.1 04149   6.0  -1.1 256  10.3  60
466920 2020060200 06  562.1 04968  -0.6  -3.7 266  10.9  79
466920 2020060200 02  545.9 05202  -2.7  -3.8 251  10.7  92
466920 2020060200 06  540.3 05284  -2.7 -11.4 246  12.0  51
466920 2020060200 02  536.6 05337  -2.4 -14.5 246  12.8  38
466920 2020060200 02  531.7 05410  -3.0 -10.0 247  12.5  58
466920 2020060200 10  500.0 05897  -5.0 -17.1 237  11.4  38
466920 2020060200 02  492.8 06012  -5.6 -14.6 241  12.0  48
466920 2020060200 02  481.9 06185  -6.5 -24.3 236  12.4  23
466920 2020060200 06  470.7 06368  -8.0 -23.0 229  12.9  29
466920 2020060200 02  418.7 07268 -12.4 -31.6 252  14.0  18
466920 2020060200 10  400.0 07615 -15.0 -30.9 259  13.4  24
466920 2020060200 06  395.7 07700 -15.3 -34.1 261  12.8  18
466920 2020060200 02  378.8 08023 -17.4 -37.2 238  13.5  16
466920 2020060200 06  377.2 08062 -17.0 -36.9 236  13.7  16
466920 2020060200 02  371.5 08171 -17.1 -39.6 240  14.8  12
466920 2020060200 06  328.2 09087 -24.3 -45.0 244  13.3  13
466920 2020060200 02  314.0 09409 -26.9 -56.5 231  15.2   4
466920 2020060200 06  308.8 09528 -27.6 -43.3 230  15.5  21
466920 2020060200 10  300.0 09737 -29.5 -45.9 239  14.6  19
466920 2020060200 06  279.0 10250 -34.3 -47.8 240  14.6  24
466920 2020060200 02  267.0 10553 -36.8 -49.0 230  13.3  27
466920 2020060200 02  263.4 10645 -37.1 -56.4 231  13.1  11
466920 2020060200 02  257.9 10791 -37.9 -43.6 230  11.9  55
466920 2020060200 06  253.7 10906 -38.9 -45.9 228  11.3  48
466920 2020060200 10  250.0 11006 -39.6 -43.7 232  11.4  65
466920 2020060200 02  238.5 11327 -41.7 -44.3 240  10.6  76
466920 2020060200 06  230.8 11547 -43.3 -46.4 256  10.6  71
466920 2020060200 06  214.4 12043 -47.6 -51.3 225   6.9  66
466920 2020060200 02  209.2 12200 -49.1 -52.7 228   8.7  66
466920 2020060200 06  203.4 12383 -50.5 -57.0 220  11.5  46
466920 2020060200 10  200.0 12496 -51.4 -56.9 226  12.7  51
466920 2020060200 02  193.2 12720 -52.8 -63.6 237  12.5  26
466920 2020060200 02  168.0 13606 -61.0 -64.8 256  14.3  61
466920 2020060200 02  166.6 13657 -61.4 -67.5 257  15.0  45
466920 2020060200 02  164.4 13741 -60.8 -75.9 258  15.7  12
466920 2020060200 06  159.5 13928 -62.1 -73.2 267  15.5  22
466920 2020060200 10  150.0 14302 -65.5 -71.6 264  16.2  43
466920 2020060200 06  137.3 14833 -70.2 -73.5 255  14.8  62
466920 2020060200 02  134.4 14958 -71.3 -74.0 258  15.4  67
466920 2020060200 02  130.1 15151 -72.6 -76.2 266  17.4  58
466920 2020060200 04  130.0 15157 -72.6 -76.4 266  17.4  58
466920 2020060200 06  124.5 15411 -71.8 -81.3 289  12.0  24
466920 2020060200 02  122.8 15492 -71.1 -81.5 288   9.6  21
466920 2020060200 06  117.2 15766 -72.9 -81.2 273   6.3  28
466920 2020060200 06  109.1 16182 -75.4 -83.2 280   9.3  30
466920 2020060200 02  108.8 16198 -75.5 -83.4 280   9.2  29
466920 2020060200 06  104.9 16413 -74.3 -85.0 267   8.5  19
466920 2020060200 02  100.1 16683 -75.4 -87.7 295   9.4  14
466920 2020060200 10  100.0 16688 -75.4 -87.7 295   9.4  14
466920 2020060200 06   96.0 16922 -76.2 -88.5 297   6.3  13
466920 2020060200 06   92.5 17138 -77.3 -88.5 276   5.0  16
466920 2020060200 06   90.4 17270 -77.9 -88.7 297   5.0  17
466920 2020060200 03   88.2 17412 -78.3 -89.2 285   3.8  17
466920 2020060200 06   81.7 17844 -77.8 -88.9 221   5.1  16
466920 2020060200 06   80.2 17955 -77.3 -88.7 238   5.8  16
466920 2020060200 06   76.4 18229 -77.2 -89.0 326   5.3  14
466920 2020060200 04   73.3 18470 -77.0 -89.3 248   1.5  13
466920 2020060200 10   70.0 18734 -75.9 -89.9 254   4.3  10
466920 2020060200 06   65.4 19127 -74.7 -90.6   0   5.0   7
466920 2020060200 02   63.7 19284 -75.0 -90.9  24   8.0   7
466920 2020060200 04   61.6 19473 -73.7 -90.6  69  10.0   6
466920 2020060200 06   59.2 19714 -73.0 -91.3 114   7.8   5
466920 2020060200 06   55.7 20070 -68.7 -91.5 131   7.9   2
466920 2020060200 06   54.9 20154 -68.0 -91.4 127   5.3   2
466920 2020060200 06   53.3 20342 -66.3 -91.1  69   5.0   2
466920 2020060200 06   50.6 20652 -65.1 -89.8 105   6.9   2
466920 2020060200 20   48.9 20878 -64.2 -89.6  82   7.2   2
466920 2020060212 01 1008.3 00011  29.6  24.3 242   0.9  73
466920 2020060212 10 1000.0 00082  29.0  23.6 215   2.3  72
466920 2020060212 10  925.0 00774  22.5  22.5 237   4.5  99
466920 2020060212 02  924.0 00784  22.4  22.4 237   4.5 100
466920 2020060212 06  910.2 00915  22.0  22.0 240   6.3 100
466920 2020060212 04  887.1 01139  20.9  20.7 231   9.4  98
466920 2020060212 10  850.0 01510  19.1  18.9 227   7.3  99
466920 2020060212 02  839.9 01613  18.4  18.2 221   6.1  98
466920 2020060212 02  834.3 01670  18.7  18.1 217   5.1  96
466920 2020060212 06  833.7 01677  18.7  18.1 216   5.0  96
466920 2020060212 04  802.3 02007  17.2  16.5 223   3.8  95
466920 2020060212 06  744.7 02642  14.1   9.6 236  11.2  74
466920 2020060212 02  729.0 02822  13.5   6.7 238  10.4  63
466920 2020060212 10  700.0 03163  11.2   4.2 235  10.5  62
466920 2020060212 02  657.3 03687   8.0   0.3 239  11.0  58
466920 2020060212 02  606.5 04345   3.4  -1.1 230  11.5  72
466920 2020060212 02  582.4 04673   1.7  -7.7 232  10.7  49
466920 2020060212 02  547.3 05173  -1.8  -7.1 224  10.2  67
466920 2020060212 06  545.3 05201  -1.9  -7.6 224  10.3  65
466920 2020060212 02  527.7 05461  -2.6 -14.7 241  11.6  38
466920 2020060212 06  521.5 05556  -3.2 -11.2 244  12.4  54
466920 2020060212 02  512.9 05687  -4.2 -12.0 241  12.0  54
466920 2020060212 10  500.0 05887  -5.6 -15.7 237  11.1  44
466920 2020060212 06  477.7 06244  -7.7 -19.2 215  10.4  39
466920 2020060212 02  475.6 06279  -8.0 -19.3 215  10.8  40
466920 2020060212 02  460.7 06524  -8.5 -33.0 217  13.8  11
466920 2020060212 06  449.9 06707  -9.6 -18.4 206  11.9  48
466920 2020060212 02  446.3 06769 -10.0 -17.1 208  11.5  56
466920 2020060212 02  441.7 06851  -9.1 -36.1 213  11.7   9
466920 2020060212 02  413.6 07355 -12.5 -27.7 218  14.5  26
466920 2020060212 10  400.0 07611 -14.1 -32.9 220  15.1  18
466920 2020060212 02  394.2 07721 -14.9 -35.4 222  15.3  15
466920 2020060212 02  388.4 07831 -15.5 -23.5 223  14.7  50
466920 2020060212 02  374.3 08109 -17.2 -37.7 216  13.6  15
466920 2020060212 02  336.2 08906 -23.1 -30.6 228  14.2  50
466920 2020060212 02  319.5 09280 -25.5 -38.7 236  13.4  28
466920 2020060212 02  313.1 09423 -26.7 -34.9 231  12.3  45
466920 2020060212 02  306.0 09591 -27.1 -45.3 233  14.1  16
466920 2020060212 02  305.3 09604 -27.2 -44.8 233  14.4  17
466920 2020060212 10  300.0 09730 -28.2 -47.7 232  16.5  13
466920 2020060212 04  298.9 09759 -28.4 -46.9 232  16.5  15
466920 2020060212 06  284.6 10106 -31.5 -49.9 242  14.5  14
466920 2020060212 06  270.5 10464 -34.4 -55.9 231   9.7   9
466920 2020060212 02  269.9 10478 -34.5 -56.6 232   9.6   9
466920 2020060212 02  267.3 10546 -35.1 -53.1 234   9.5  14
466920 2020060212 02  265.9 10582 -35.2 -41.6 236   9.8  52
466920 2020060212 06  250.7 10991 -38.4 -48.0 255   9.4  36
466920 2020060212 10  250.0 11009 -38.5 -50.1 255   9.4  28
466920 2020060212 02  235.1 11430 -41.3 -55.4 256   8.4  20
466920 2020060212 06  234.9 11436 -41.3 -55.0 256   8.4  21
466920 2020060212 02  224.7 11734 -44.0 -50.1 260   8.8  51
466920 2020060212 02  221.6 11828 -44.8 -54.6 257   9.5  33
466920 2020060212 06  201.7 12449 -50.2 -53.8 277  11.1  66
466920 2020060212 02  201.5 12456 -50.3 -53.8 277  11.1  66
466920 2020060212 10  200.0 12505 -50.7 -54.4 277  11.3  65
466920 2020060212 06  190.9 12808 -53.2 -56.5 269  11.5  67
466920 2020060212 02  180.1 13177 -55.9 -60.1 288  15.4  60
466920 2020060212 06  176.2 13317 -57.3 -61.9 291  15.8  56
466920 2020060212 02  161.0 13876 -62.7 -63.9 292  13.6  86
466920 2020060212 02  155.3 14103 -65.0 -73.1 287  13.1  32
466920 2020060212 10  150.0 14310 -66.5 -72.2 279  14.1  45
466920 2020060212 02  139.3 14755 -69.1 -74.1 269  14.2  49
466920 2020060212 06  137.2 14848 -69.7 -74.8 272  14.9  48
466920 2020060212 02  126.2 15341 -72.8 -78.8 278  11.6  40
466920 2020060212 06  122.7 15508 -73.4 -80.9 278   9.1  32
466920 2020060212 06  119.0 15685 -72.3 -84.0 304   7.4  16
466920 2020060212 02  116.8 15796 -72.6 -85.5 291   6.1  13
466920 2020060212 04  115.4 15867 -73.1 -85.4 274   5.9  15
466920 2020060212 06  111.7 16056 -74.8 -84.1 245   7.0  24
466920 2020060212 06  108.7 16213 -75.7 -83.8 241   8.6  28
466920 2020060212 06  104.5 16440 -76.1 -86.6 272   7.8  18
466920 2020060212 06  102.5 16555 -76.1 -87.5 271   6.6  16
466920 2020060212 03  100.6 16660 -76.6 -88.0 252   6.6  16
466920 2020060212 02  100.1 16691 -76.4 -87.8 247   7.0  16
466920 2020060212 10  100.0 16695 -76.5 -87.8 247   7.0  16
466920 2020060212 06   95.4 16965 -75.1 -87.6 259   7.7  13
466920 2020060212 02   94.4 17025 -74.6 -87.7 255   7.5  12
466920 2020060212 06   91.8 17189 -75.5 -88.9 240   7.2  11
466920 2020060212 06   85.0 17630 -77.5 -88.8 296   6.6  16
466920 2020060212 06   82.0 17840 -78.4 -88.8 290   7.2  18
466920 2020060212 03   81.6 17869 -78.6 -89.0 292   7.7  18
466920 2020060212 04   80.6 17936 -78.7 -89.2 298   8.4  18
466920 2020060212 02   72.0 18585 -74.3 -89.6  49   1.1   8
466920 2020060212 10   70.0 18751 -74.7 -89.9 145   3.4   8
466920 2020060212 04   67.4 18969 -75.1 -89.9 265   0.3   9
466920 2020060212 02   63.9 19282 -75.7 -90.7 145   1.4   8
466920 2020060212 20   57.0 19962 -69.6 -91.0  12   5.7   3
466920 2020060300 01 1008.3 00011  27.8  23.8 220   0.5  79
466920 2020060300 10 1000.0 00084  26.7  23.3 177   1.4  81
466920 2020060300 06  965.3 00394  24.8  21.5 253   5.0  82
466920 2020060300 02  949.6 00541  23.4  21.0 240   7.6  86
466920 2020060300 06  933.6 00689  23.4  19.1 232   7.2  76
466920 2020060300 10  925.0 00772  22.9  18.7 234   8.3  76
466920 2020060300 06  914.0 00875  22.3  18.3 238   9.4  78
466920 2020060300 04  871.0 01294  19.6  18.9 163   1.7  95
466920 2020060300 02  852.2 01484  18.7  18.2 154   2.9  97
466920 2020060300 10  850.0 01505  18.9  17.3 162   3.0  90
466920 2020060300 06  838.4 01621  19.3  14.7 197   5.1  74
466920 2020060300 06  822.1 01793  19.3  10.0 218   8.2  54
466920 2020060300 02  816.3 01852  19.5   9.0 218   9.3  50
466920 2020060300 06  788.8 02149  18.1   5.4 220  13.1  43
466920 2020060300 02  779.5 02249  17.5   3.2 225  12.9  38
466920 2020060300 10  700.0 03160  11.8   1.0 241  10.8  47
466920 2020060300 02  682.8 03369  10.2   1.0 248  10.4  52
466920 2020060300 06  679.7 03405  10.0  -0.5 249  10.5  47
466920 2020060300 02  633.2 03990   6.8 -14.1 233  12.7  20
466920 2020060300 06  624.8 04100   6.2 -13.7 229  12.8  22
466920 2020060300 02  563.6 04936   1.1 -17.0 241  11.8  24
466920 2020060300 06  548.5 05152  -0.9 -11.7 246  10.9  43
466920 2020060300 02  522.0 05546  -4.4 -11.2 240  10.0  59
466920 2020060300 04  519.7 05580  -4.6 -11.6 240  10.0  57
466920 2020060300 02  509.1 05743  -5.8 -17.0 234  10.7  40
466920 2020060300 02  505.0 05807  -6.1 -12.7 232  11.1  59
466920 2020060300 02  502.4 05847  -6.3 -14.9 232  11.4  50
466920 2020060300 10  500.0 05883  -5.9 -21.1 233  11.9  29
466920 2020060300 02  497.1 05929  -5.3 -24.7 234  12.4  20
466920 2020060300 02  492.5 06000  -5.5 -28.3 235  13.0  14
466920 2020060300 02  430.9 07038 -11.6 -21.4 232  16.8  44
466920 2020060300 10  400.0 07604 -14.9 -27.3 228  16.2  34
466920 2020060300 04  391.7 07763 -15.5 -33.1 226  17.1  20
466920 2020060300 02  390.9 07778 -15.6 -33.7 226  17.1  19
466920 2020060300 02  387.7 07841 -16.0 -25.2 225  16.9  45
466920 2020060300 02  370.2 08187 -18.2 -31.6 219  17.1  29
466920 2020060300 06  368.4 08223 -18.4 -28.8 218  17.0  39
466920 2020060300 02  366.4 08264 -18.8 -26.9 219  16.8  48
466920 2020060300 06  324.1 09168 -24.4 -40.3 244  14.3  21
